"Triad","Narration","Listener","OldOrNew","Transcript","Audience","Hedges","Rising Intonation","ID"
10,2,1,"Old","the balloon part ?",NA,NA,"?","10-2-1-Old"
10,2,1,"Old","so then he falls to the ground ",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","so th um ",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","then he sees thee roardrunner run into a mine",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","so he’s following the roadrunner in the mine for a while",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","they’re just going in circles ",NA,"just",NA,"10-2-1-Old"
10,2,1,"Old","and then they get to a zigzag path",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","so he’s still following him in the zigzag path ",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","and then the zigzag path ends ",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","it splits into two paths ",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","and the roadrunner takes the top path ",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","and thee coyote takes the bottom path",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","aand the bottom path gets very dark soo",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","the coyote lights a match ",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","to see where he is ",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","and then he realizes that there’s a whole bunch of TNT around him",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","and since he lit a match it explodes",NA,NA,NA,"10-2-1-Old"
10,2,1,"Old","and then on the screen it said it says YIPES  ",NA,NA,NA,"10-2-1-Old"
10,3,2,"New","okay so this is aa cartoon",NA,NA,NA,"10-3-2-New"
10,3,2,"New","about the roadrunner and the coyote",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and the coyote is chasing after the roadrunner",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and he’s wearing a bib",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and holding a knife and a fork",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and he lunges to catch the roadrunner",NA,NA,NA,"10-3-2-New"
10,3,2,"New","but he misses",NA,NA,NA,"10-3-2-New"
10,3,2,"New","so he’s thinking",NA,NA,NA,"10-3-2-New"
10,3,2,"New","okay how am I gonna get this roadrunner",NA,NA,NA,"10-3-2-New"
10,3,2,"New","soo hee goes to a cliff",NA,NA,NA,"10-3-2-New"
10,3,2,"New","aand he sees that down below is the roadrunner’s path",NA,NA,NA,"10-3-2-New"
10,3,2,"New","sso he gets an anvil",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and he thinks that",NA,NA,NA,"10-3-2-New"
10,3,2,"New","when the roadrunner passes by",NA,NA,NA,"10-3-2-New"
10,3,2,"New","he’ll throw the anvil on the roadrunner",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and he’llbe dead or whatever",NA,"or whatever",NA,"10-3-2-New"
10,3,2,"New","and so um",NA,NA,NA,"10-3-2-New"
10,3,2,"New","so he also attaches a rope to the cliff that he’s on",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and then there’s a cliff on the other side",NA,NA,NA,"10-3-2-New"
10,3,2,"New","of the roadrunner’s path ?",NA,NA,"?","10-3-2-New"
10,3,2,"New","so attaches the rope to the other side of the cliff",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and then he starts to walk across the rope",NA,NA,NA,"10-3-2-New"
10,3,2,"New","holding the anvil",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and since the anvil is so heavy",NA,NA,NA,"10-3-2-New"
10,3,2,"New","it brings him down",NA,NA,NA,"10-3-2-New"
10,3,2,"New","the rope stretches ? pretty much to the ground ?",NA,NA,"?, ?","10-3-2-New"
10,3,2,"New","and when the roadrunner comes by",NA,NA,NA,"10-3-2-New"
10,3,2,"New","the coyote isn’t fast enough",NA,NA,NA,"10-3-2-New"
10,3,2,"New","to throw the anvil on the roadrunner ?",NA,NA,"?","10-3-2-New"
10,3,2,"New","so the roadrunner just like he comes up to the coyote",NA,"just, like",NA,"10-3-2-New"
10,3,2,"New","and then just turns around and leaves",NA,"just",NA,"10-3-2-New"
10,3,2,"New","’cause he’s so fast",NA,NA,NA,"10-3-2-New"
10,3,2,"New","so when the coyote throws the anvil",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and misses the roadrunner",NA,NA,NA,"10-3-2-New"
10,3,2,"New","the coyote who’s still on the rope",NA,NA,NA,"10-3-2-New"
10,3,2,"New","he got shot up into the air",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and then he has a book bag on his back",NA,NA,NA,"10-3-2-New"
10,3,2,"New","aand um it’s supposed to be uh",NA,NA,NA,"10-3-2-New"
10,3,2,"New","a parachute ?",NA,NA,"?","10-3-2-New"
10,3,2,"New","but he pulls the string to the parachute",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and like a whole bunch of stuff come out of his bag",NA,"like, bunch of stuff",NA,"10-3-2-New"
10,3,2,"New","except the parachute balloon ?",NA,NA,"?","10-3-2-New"
10,3,2,"New","so then he falls to the ground",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and then he sees the roadrunner run into a mine",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and so he’s kinda chasing the roadrunner",NA,"kinda",NA,"10-3-2-New"
10,3,2,"New","around the mine going in circles",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and then they get to a zigzag path",NA,NA,NA,"10-3-2-New"
10,3,2,"New","so they go through the zigzag path",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and then it ends",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and it switches into two paths",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and the roadrunner takes the higher path",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and the coyote takes the lower path",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and then the lower part gets really dark",NA,NA,NA,"10-3-2-New"
10,3,2,"New","so the coyote lights a match",NA,NA,NA,"10-3-2-New"
10,3,2,"New","to see where he is",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and then you can see that there’s a whole bunch of TNT around him",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and then it explodes",NA,NA,NA,"10-3-2-New"
10,3,2,"New","and then the last like picture on the screen it says YIPES",NA,"like",NA,"10-3-2-New"
11,1,1,"New","so this is a videoclip from the cartoon",NA,NA,NA,"11-1-1-New"
11,1,1,"New","the famous cartoon coyote and roadrunner ?",NA,NA,"?","11-1-1-New"
11,1,1,"New","it comes with bugs bunny ?",NA,NA,"?","11-1-1-New"
11,1,1,"New","and so it starts off with uh",NA,NA,NA,"11-1-1-New"
11,1,1,"New","coyote as usual is chasing uh roadrunner",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and he has like a bib on",NA,"like",NA,"11-1-1-New"
11,1,1,"New","and a knife and a fork",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and he’s running after him",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and they pause roadrunner",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and they actually write his name roadrunner",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and they write his latin na name",NA,NA,NA,"11-1-1-New"
11,1,1,"New","like acceleratis something",NA,"like, something",NA,"11-1-1-New"
11,1,1,"New","aand then they s pause coyote in the air",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and they write you know coyote",NA,"you know",NA,"11-1-1-New"
11,1,1,"New","and carnivoris vulgaris or something",NA,"or something",NA,"11-1-1-New"
11,1,1,"New","and so then they continue with that",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and roadrunner starts off walking slowly",NA,NA,NA,"11-1-1-New"
11,1,1,"New","like an airplane about to lift off",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and so it starts",NA,NA,NA,"11-1-1-New"
11,1,1,"New","he starts running",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and it goes speed",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and becomes a blur of colors",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and coyote starts chasing after him",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so then just to mock coyote uh",NA,"just",NA,"11-1-1-New"
11,1,1,"New","roadrunner stops in the air",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and just turns around",NA,"just",NA,"11-1-1-New"
11,1,1,"New","and does his you know BEEP BEEP",NA,"you know",NA,"11-1-1-New"
11,1,1,"New","and so then coyote thinks",NA,NA,NA,"11-1-1-New"
11,1,1,"New","oh it’s my chance",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so he pounces on him",NA,NA,NA,"11-1-1-New"
11,1,1,"New","but roadrunner runs away by then",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and he falls",NA,NA,NA,"11-1-1-New"
11,1,1,"New","coyote falls to the ground",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and his knife and his fork get stuck on the road",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so he falls down",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and makes a really sad angry face",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and then he brightens up again",NA,NA,NA,"11-1-1-New"
11,1,1,"New","’cause he has an idea",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so what he does is",NA,NA,NA,"11-1-1-New"
11,1,1,"New","he attaches a punch that has like a spring behind it ?",NA,"like","?","11-1-1-New"
11,1,1,"New","you know those punches that come out like that",NA,"you know",NA,"11-1-1-New"
11,1,1,"New","aand he attaches a string to the spring",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and ties it to a rock",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so he has it ready",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and stands behind the rock",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so he when he lets go of the spring",NA,NA,NA,"11-1-1-New"
11,1,1,"New","it’s gonna bounce at coyo uh roadrunner",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so roadrunner starts coming",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and he hears thee BEEP BEEP you know",NA,"you know",NA,"11-1-1-New"
11,1,1,"New","that roadru roadrunner does all the time",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and then uh he releases the string",NA,NA,NA,"11-1-1-New"
11,1,1,"New","but it",NA,NA,NA,"11-1-1-New"
11,1,1,"New","contrary to what should happen",NA,NA,NA,"11-1-1-New"
11,1,1,"New","the rock pushes him back",NA,NA,NA,"11-1-1-New"
11,1,1,"New","instead of the punch pushing forward",NA,NA,NA,"11-1-1-New"
11,1,1,"New","the rock pushes back",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and crashes coyote between the mountain and the rock",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and then the punch also comes right back at him",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and punches him",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so then you know",NA,"you know",NA,"11-1-1-New"
11,1,1,"New","coyote is now really angry",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so he comes up with aa three step plan",NA,NA,NA,"11-1-1-New"
11,1,1,"New","aand one is that he’s gonna get a big weight of",NA,NA,NA,"11-1-1-New"
11,1,1,"New","a ton of weight or something?",NA,"or something","?","11-1-1-New"
11,1,1,"New","and he ties a rope from one end of the mou uh mountain",NA,NA,NA,"11-1-1-New"
11,1,1,"New","to another end",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so there’s a valley down below",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and he decides he’s gonna take that ton of weight",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and walk across the string",NA,NA,NA,"11-1-1-New"
11,1,1,"New","aand just right",NA,"just",NA,"11-1-1-New"
11,1,1,"New","right when he sees the roadrunner passing by",NA,NA,NA,"11-1-1-New"
11,1,1,"New","he’s gonna drop the ton of weight on top of roadrunner",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so he picks up the weight",NA,NA,NA,"11-1-1-New"
11,1,1,"New","starts walking across",NA,NA,NA,"11-1-1-New"
11,1,1,"New","but it’s so heavy",NA,NA,NA,"11-1-1-New"
11,1,1,"New","that the rope starts coming down all the way into the valley",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so he’s on the ground",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so by the time he’s on the ground",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and he’s I don’t know",NA,"I don't know",NA,"11-1-1-New"
11,1,1,"New","he’s about to think about what to do",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and roadrunner comes in",NA,NA,NA,"11-1-1-New"
11,1,1,"New","mocks him",NA,NA,NA,"11-1-1-New"
11,1,1,"New","like ticks sticks his tongue out at coyote",NA,"like",NA,"11-1-1-New"
11,1,1,"New","and then coyote gets so angry",NA,NA,NA,"11-1-1-New"
11,1,1,"New","he drops the weight",NA,NA,NA,"11-1-1-New"
11,1,1,"New","’cause I guess he’s gonna run after him or hit him",NA,"I guess",NA,"11-1-1-New"
11,1,1,"New","but because he drops the weight",NA,NA,NA,"11-1-1-New"
11,1,1,"New","he gets pushed bounced all the way up by the string",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so he’s like flying in the air",NA,"like",NA,"11-1-1-New"
11,1,1,"New","and then he pats his back",NA,NA,NA,"11-1-1-New"
11,1,1,"New","because he has a bag",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so he’s like oh I got a parachute",NA,"like",NA,"11-1-1-New"
11,1,1,"New","he doesn’t say anything obviously",NA,NA,NA,"11-1-1-New"
11,1,1,"New","but you know that’s what we think",NA,"you know",NA,"11-1-1-New"
11,1,1,"New","so he pulls the string",NA,NA,NA,"11-1-1-New"
11,1,1,"New","the bag opens",NA,NA,NA,"11-1-1-New"
11,1,1,"New","but all of these things come out of the bag",NA,NA,NA,"11-1-1-New"
11,1,1,"New","like bowls and hats or something",NA,"like, or something",NA,"11-1-1-New"
11,1,1,"New","but it’s no there’s no parachute there",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so then he’s like ah that’s it",NA,"like",NA,"11-1-1-New"
11,1,1,"New","so he takes out a box of uh aspirin ?",NA,NA,"?","11-1-1-New"
11,1,1,"New","takes them",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and then says goodbye",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and falls down",NA,NA,NA,"11-1-1-New"
11,1,1,"New","then somehow as usual in the cartoons",NA,NA,NA,"11-1-1-New"
11,1,1,"New","he’s alive again",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and um he comes up",NA,NA,NA,"11-1-1-New"
11,1,1,"New","he starts chasing uh roadrunner",NA,NA,NA,"11-1-1-New"
11,1,1,"New","aand they go into this uh cave",NA,NA,NA,"11-1-1-New"
11,1,1,"New","which is called a pine cave pine mine or something uh",NA,"or something",NA,"11-1-1-New"
11,1,1,"New","cactus mine",NA,NA,NA,"11-1-1-New"
11,1,1,"New","aand they start running",NA,NA,NA,"11-1-1-New"
11,1,1,"New","bec but but he",NA,NA,NA,"11-1-1-New"
11,1,1,"New","as he’s running",NA,NA,NA,"11-1-1-New"
11,1,1,"New","coyote’s chasing after uh roadrunner",NA,NA,NA,"11-1-1-New"
11,1,1,"New","after a little while it becomes really dark in there",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so he turns back around",NA,NA,NA,"11-1-1-New"
11,1,1,"New","gets those construction hats",NA,NA,NA,"11-1-1-New"
11,1,1,"New","with the lights on top",NA,NA,NA,"11-1-1-New"
11,1,1,"New","aand while he’s putting that on",NA,NA,NA,"11-1-1-New"
11,1,1,"New","roadrunner comes back up behind him",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and says BEEP BEEP",NA,NA,NA,"11-1-1-New"
11,1,1,"New","because he’s already had his hat on",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so coyote’s still like engulfed in just trying to catch roadrunner",NA,"like",NA,"11-1-1-New"
11,1,1,"New","that he doesn’t even know what’s going on",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so he starts running after him with the cap",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and it’s like a maze of tunnels",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so it’s like a square first",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and they keep going around and around and around",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and then coyote goes off to the left",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and waits",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and coyo uh",NA,NA,NA,"11-1-1-New"
11,1,1,"New","roadrunner goes off to the left",NA,NA,NA,"11-1-1-New"
11,1,1,"New","you know",NA,"you know",NA,"11-1-1-New"
11,1,1,"New","another tunnel like this",NA,NA,NA,"11-1-1-New"
11,1,1,"New","waits there",NA,NA,NA,"11-1-1-New"
11,1,1,"New","while coyote keeps going around and around and around",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and then roadrunner BEEP BEEPed",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and says BEEP BEEP",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and then coyote’s like oh he’s over there",NA,"like",NA,"11-1-1-New"
11,1,1,"New","so he starts running after him again",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and then they get to this tunn uh elevator",NA,NA,NA,"11-1-1-New"
11,1,1,"New","okay so roadrunner goes into the elevator",NA,NA,NA,"11-1-1-New"
11,1,1,"New","it’s like an open elevator",NA,NA,NA,"11-1-1-New"
11,1,1,"New","it’s one of those bases with strings attached",NA,NA,NA,"11-1-1-New"
11,1,1,"New","like a pulley kind of",NA,"like, kind of",NA,"11-1-1-New"
11,1,1,"New","so roadrunner steps onto that",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and so he goes down",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so coyote is like you know I have to go chase after him",NA,"like, youknow",NA,"11-1-1-New"
11,1,1,"New","so he sees another uh elevator kind of thing",NA,"kind of, thing",NA,"11-1-1-New"
11,1,1,"New","so coyote goes into that one",NA,NA,NA,"11-1-1-New"
11,1,1,"New","but then what happens is because he goes into that one",NA,NA,NA,"11-1-1-New"
11,1,1,"New","he goes up and uh roadrunner",NA,NA,NA,"11-1-1-New"
11,1,1,"New","he goes down and roadrunner comes back up",NA,NA,NA,"11-1-1-New"
11,1,1,"New","because it’s they’re attached","right",NA,NA,"11-1-1-New"
11,1,1,"New","you know the pulley system",NA,"you know",NA,"11-1-1-New"
11,1,1,"New","so they get off",NA,NA,NA,"11-1-1-New"
11,1,1,"New","roadrunner get gets off the elevator",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and then coyote follows him",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and they go into another tunnel",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so it’s like the mine",NA,NA,NA,"11-1-1-New"
11,1,1,"New","but they make it a flat map",NA,NA,NA,"11-1-1-New"
11,1,1,"New","okay ?",NA,NA,"?","11-1-1-New"
11,1,1,"New","where there’s a square tunnel",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so they get to the tunnel that’s a zigzag",NA,NA,NA,"11-1-1-New"
11,1,1,"New","it goes up and down up and down up and down",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so coyo roadrunner starts going in that tunnel",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so coyote chases after him",NA,NA,NA,"11-1-1-New"
11,1,1,"New","then the uh zigzag ends at this place",NA,NA,NA,"11-1-1-New"
11,1,1,"New","where there’s like fork",NA,"like",NA,"11-1-1-New"
11,1,1,"New","okay a Y",NA,NA,NA,"11-1-1-New"
11,1,1,"New","one branch goes up there",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and one keeps going straight",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so roadrunner quickly goes to that branch",NA,NA,NA,"11-1-1-New"
11,1,1,"New","while coyote keeps going straight",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and there’s none",NA,NA,NA,"11-1-1-New"
11,1,1,"New","before they were in the zigzag",NA,NA,NA,"11-1-1-New"
11,1,1,"New","like up and down up and down",NA,"like",NA,"11-1-1-New"
11,1,1,"New","and now it’s just a straight flat thing",NA,NA,NA,"11-1-1-New"
11,1,1,"New","but coyote keeps going up and down as if it’s aa zigzag",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so he keeps bumping up on the ceiling",NA,NA,NA,"11-1-1-New"
11,1,1,"New","then against the wall",NA,NA,NA,"11-1-1-New"
11,1,1,"New","then the ceiling then against the wall",NA,NA,NA,"11-1-1-New"
11,1,1,"New","until his light bursts",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and so then he’s like you have to do something",NA,"like",NA,"11-1-1-New"
11,1,1,"New","you can’t see anything",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and so he lights a match",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and right next to him",NA,NA,NA,"11-1-1-New"
11,1,1,"New","there’s a  huge room filled with TNT boxes",NA,NA,NA,"11-1-1-New"
11,1,1,"New","so then it explodes",NA,NA,NA,"11-1-1-New"
11,1,1,"New","and it says YIPES",NA,NA,NA,"11-1-1-New"
11,1,1,"New","that’s basically it",NA,NA,NA,"11-1-1-New"
11,2,1,"Old","okay so",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","this is the cartoon of roadrunner and coyote",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","aand you know it’s that famous cartoon",NA,"you know",NA,"11-2-1-Old"
11,2,1,"Old","that comes with bugs bunny",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","and so what happens is",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","they start off showing",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","coyote chasing roadrunner",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","and roadrunner is running and running",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","so they pause him in the air",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","just to introduce him",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","like as a main character",NA,"like",NA,"11-2-1-Old"
11,2,1,"Old","and so they write roadrunner",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","and they write a latin name for him too",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","like accelerat-tis something",NA,"like, something",NA,"11-2-1-Old"
11,2,1,"Old","or it’s not true latin",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","it’s just a play on words",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","and then sthey they then go",NA,NA,NA,"11-2-1-Old"
11,2,1,"Old","and then they focus on coyote",NA,NA,NA,"11-2-1-Old"
